"fbid","symbol"
"FBgn0036287","CG10663"
"FBgn0053725","CG33725"
"FBgn0036288","CG10660"
"FBgn0036289","CG10657"
"FBgn0036290","CG10638"
"FBgn0036291","CG10681"
"FBgn0036292","CG10646"
"FBgn0264848","vih"
"FBgn0036294","CG10654"
"FBgn0002466","sti"
"FBgn0041775","tral"
"FBgn0020388","Gcn5"
"FBgn0262524","ver"
"FBgn0004926","eIF2beta"
"FBgn0036298","nst"
"FBgn0036299","Tsf2"
"FBgn0085271","CG34242"
"FBgn0036300","Pmm2"
"FBgn0036301","CG4069"
"FBgn0036302","sowah"
"FBgn0015919","caup"
"FBgn0014343","mirr"
"FBgn0261933","SmD1"
"FBgn0014007","Ptp69D"
"FBgn0052112","CG32112"
"FBgn0052109","CG32109"
"FBgn0010235","Klc"
"FBgn0036305","CG10984"
"FBgn0036306","CG10973"
"FBgn0052113","Vps13D"
"FBgn0036309","Hip1"
"FBgn0260945","Atg1"
"FBgn0261674","CG42709"
"FBgn0262714","Sap130"
"FBgn0052110","CG32110"
"FBgn0036314","Sf3a2"
"FBgn0260965","CG42588"
"FBgn0036316","CG10960"
"FBgn0036317","CG10948"
"FBgn0036318","Wbp2"
"FBgn0036319","Ent3"
"FBgn0052107","CG32107"
"FBgn0036320","CG10943"
"FBgn0036321","CG14120"
"FBgn0264486","CG43894"
"FBgn0036323","CG14118"
"FBgn0036324","CG12520"
"FBgn0052115","CG32115"
"FBgn0036330","CG11263"
"FBgn0036331","CG14117"
"FBgn0036332","Cul6"
"FBgn0036333","MICAL-like"
"FBgn0036334","CG11267"
"FBgn0036335","mRpL20"
"FBgn0036336","ste14"
"FBgn0036337","AdenoK"
"FBgn0286213","RpS12"
"FBgn0083978","CG17672"
"FBgn0036340","SRm160"
"FBgn0011284","RpS4"
"FBgn0036341","Syx13"
"FBgn0036342","CG11279"
"FBgn0010452","trn"
"FBgn0023095","caps"
"FBgn0040813","Nplp2"
"FBgn0036353","CG10171"
"FBgn0036354","Poc1"
"FBgn0036356","CG10222"
"FBgn0260049","flr"
"FBgn0036362","CG10725"
"FBgn0036363","CG10140"
"FBgn0036365","cmb"
"FBgn0036366","JMJD7"
"FBgn0036368","CG10738"
"FBgn0036367","CG10116"
"FBgn0036369","CG10089"
"FBgn0086708","stv"
"FBgn0036372","Abp1"
"FBgn0036373","Tgi"
"FBgn0036374","Spt20"
"FBgn0086785","Vps36"
"FBgn0036376","Liprin-beta"
"FBgn0036377","CG10710"
"FBgn0264001","bru3"
"FBgn0036381","CG8745"
"FBgn0264006","dysc"
"FBgn0026376","Rgl"
"FBgn0036386","CG8833"
"FBgn0001108","DCTN1-p150"
"FBgn0052137","CG32137"
"FBgn0025874","Meics"
"FBgn0263232","Nxf3"
"FBgn0036389","ssp2"
"FBgn0250848","26-29-p"
"FBgn0036395","CG17361"
"FBgn0036396","CG17359"
"FBgn0036397","Nprl3"
"FBgn0036398","upSET"
"FBgn0052133","Ptip"
"FBgn0061515","endos"
"FBgn0036402","CG6650"
"FBgn0026418","Hsc70Cb"
"FBgn0283503","Neurl4"
"FBgn0036405","CG6833"
"FBgn0036406","CG13484"
"FBgn0267795","Frl"
"FBgn0013563","Pex1"
"FBgn0285896","btl"
"FBgn0036410","CG8100"
"FBgn0000639","Fbp1"
"FBgn0036411","Sox21a"
"FBgn0013718","nuf"
"FBgn0036415","CG7768"
"FBgn0001085","fz"
"FBgn0036419","CG13482"
"FBgn0262580","CG43120"
"FBgn0036422","CG3868"
"FBgn0003459","stwl"
"FBgn0036423","CG3919"
"FBgn0087007","bbg"
"FBgn0026409","Mpcp2"
"FBgn0036428","Gbs-70E"
"FBgn0054039","CG34039"
"FBgn0040318","HGTX"
"FBgn0003388","shd"
"FBgn0036433","CG9628"
"FBgn0027375","RecQ5"
"FBgn0041604","dlp"
"FBgn0259175","ome"
"FBgn0036437","CG5048"
"FBgn0036440","CG17177"
"FBgn0013263","Trl"
"FBgn0053260","CG33260"
"FBgn0036446","CG9384"
"FBgn0036448","mop"
"FBgn0036449","bmm"
"FBgn0036450","Tdrd3"
"FBgn0036451","CG9425"
"FBgn0029148","NHP2"
"FBgn0001120","gnu"
"FBgn0036454","CG17839"
"FBgn0036460","CG5114"
"FBgn0002778","mnd"
"FBgn0036461","Zip71B"
"FBgn0036462","mRpL39"
"FBgn0023174","Prosbeta2"
"FBgn0036463","Reck"
"FBgn0261090","Sytbeta"
"FBgn0025776","ind"
"FBgn0036467","CG12310"
"FBgn0263762","CG43679"
"FBgn0263763","CG43680"
"FBgn0086690","Plp"
"FBgn0036476","sstn"
"FBgn0027088","GlyRS"
"FBgn0266452","CTPsyn"
"FBgn0266441","CG45071"
"FBgn0036480","Cep135"
"FBgn0036481","CG16959"
"FBgn0036482","CG13457"
"FBgn0036483","CG12316"
"FBgn0286818","Pdi"
"FBgn0047178","CG32147"
"FBgn0036484","Pex3"
"FBgn0036485","FucTA"
"FBgn0036486","Msh6"
"FBgn0036487","Prp31"
"FBgn0036489","CG7011"
"FBgn0036488","CG6878"
"FBgn0029114","Tollo"
"FBgn0036493","CG7255"
"FBgn0040805","CG12355"
"FBgn0036500","CG7275"
"FBgn0036501","CG7272"
"FBgn0026738","CG7857"
"FBgn0036502","CG7841"
"FBgn0001099","gdl"
"FBgn0000565","Eip71CD"
"FBgn0036503","CG13454"
"FBgn0004228","mex1"
"FBgn0036504","yellow-k"
"FBgn0036505","CG7945"
"FBgn0053985","CG33985"
"FBgn0261682","CG42729"
"FBgn0261681","CG42728"
"FBgn0053983","obst-H"
"FBgn0262893","CG43248"
"FBgn0004396","CrebA"
"FBgn0087035","AGO2"
"FBgn0036509","CG7739"
"FBgn0036510","SCCRO"
"FBgn0267390","dop"
"FBgn0036512","CG16979"
"FBgn0261109","mrn"
"FBgn0036514","CG12301"
"FBgn0036515","AIMP2"
"FBgn0036516","CG7656"
"FBgn0036518","RhoGAP71E"
"FBgn0036519","CG7650"
"FBgn0036520","CG13449"
"FBgn0259236","comm3"
"FBgn0036522","Phs"
"FBgn0085480","CG34451"
"FBgn0041160","comm2"
"FBgn0010105","comm"
"FBgn0261722","fwe"
"FBgn0015025","CkIIalpha-i1"
"FBgn0036534","DCP2"
"FBgn0040230","dbo"
"FBgn0036536","CG12713"
"FBgn0036537","CG18081"
"FBgn0036538","CG15715"
"FBgn0052150","meru"
"FBgn0264908","pHCl-1"
"FBgn0036544","sff"
"FBgn0000489","Pka-C3"
"FBgn0036545","GXIVsPLA2"
"FBgn0283649","elgi"
"FBgn0036547","CG17032"
"FBgn0263599","l(3)72Ab"
"FBgn0036549","CG10516"
"FBgn0000212","brm"
"FBgn0036550","CG17026"
"FBgn0036551","CG17029"
"FBgn0036552","CG17028"
"FBgn0036553","CG17027"
"FBgn0000115","Arl1"
"FBgn0263600","DNApol-delta"
"FBgn0259824","Hip14"
"FBgn0036556","CG5830"
"FBgn0036557","mRpS31"
"FBgn0263601","mib1"
"FBgn0044028","Notum"
"FBgn0261634","CG42717"
"FBgn0260635","Diap1"
"FBgn0005536","Mbs"
"FBgn0053258","CG33258"
"FBgn0036563","CG13075"
"FBgn0263602","Tasp1"
"FBgn0036565","CG5235"
"FBgn0036566","ClC-c"
"FBgn0036568","ATPsynbetaL"
"FBgn0036569","IleRS-m"
"FBgn0036570","IntS9"
"FBgn0262987","CG43295"
"FBgn0263603","Zn72D"
"FBgn0010280","Taf4"
"FBgn0036571","Strump"
"FBgn0003076","Pgm1"
"FBgn0011016","SsRbeta"
"FBgn0266724","Trs20"
"FBgn0036574","elg1"
"FBgn0036575","CG5157"
"FBgn0036576","CG5151"
"FBgn0263605","l(3)72Dn"
"FBgn0036579","CG5027"
"FBgn0036580","PDCD-5"
"FBgn0036581","MED10"
"FBgn0263606","Hsc20"
"FBgn0263607","l(3)72Dp"
"FBgn0263608","l(3)72Dr"
"FBgn0040795","CG13038"
"FBgn0285951","mRpS34"
"FBgn0036614","Golgin104"
"FBgn0283681","Tcs3"
"FBgn0011693","Pdh"
"FBgn0266417","ringer"
"FBgn0036620","CG4842"
"FBgn0036621","roq"
"FBgn0036622","Agpat4"
"FBgn0036623","Agpat3"
"FBgn0036624","RAF2"
"FBgn0266099","CG44836"
"FBgn0036627","Gagr"
"FBgn0014163","fax"
"FBgn0028399","TMS1"
"FBgn0036629","GluRS-m"
"FBgn0027080","TyrRS"
"FBgn0053158","CG33158"
"FBgn0261799","dsx-c73A"
"FBgn0004569","aos"
"FBgn0263131","CG43373"
"FBgn0260388","CG42514"
"FBgn0003515","st"
"FBgn0026061","Mipp1"
"FBgn0262842","CG43206"
"FBgn0262732","mbf1"
"FBgn0036640","nxf2"
"FBgn0036641","Smn"
"FBgn0028693","Rpn12"
"FBgn0250814","UQCR-C2"
"FBgn0036643","Syx8"
"FBgn0052163","CG32163"
"FBgn0002283","l(3)73Ah"
"FBgn0003741","tra"
"FBgn0027500","spd-2"
"FBgn0042178","Apl"
"FBgn0042177","Arts"
"FBgn0036648","CG4098"
"FBgn0002284","Prosbeta6"
"FBgn0004465","Su(P)"
"FBgn0025558","CG4101"
"FBgn0017572","Mo25"
"FBgn0000017","Abl"
"FBgn0260960","Baldspot"
"FBgn0010223","Galphaf"
"FBgn0040512","zetaCOP"
"FBgn0036652","CG13032"
"FBgn0063485","Lasp"
"FBgn0000414","Dab"
"FBgn0043578","PGRP-SB1"
"FBgn0004556","Dbp73D"
"FBgn0036659","CG9701"
"FBgn0262099","CG42852"
"FBgn0004108","Nrt"
"FBgn0036660","CG13025"
"FBgn0036661","CG9705"
"FBgn0036662","CG9706"
"FBgn0025582","eIF3e"
"FBgn0036663","CG9674"
"FBgn0021768","nudC"
"FBgn0036665","CG13024"
"FBgn0036666","TSG101"
"FBgn0036667","kud"
"FBgn0036668","Zcchc7"
"FBgn0003250","Rh4"
"FBgn0003410","sina"
"FBgn0036670","CG13029"
"FBgn0036671","CG9951"
"FBgn0261565","Lmpt"
"FBgn0052170","CG32170"
"FBgn0036680","Cpr73D"
"FBgn0036681","Obp73a"
"FBgn0010352","Nc73EF"
"FBgn0261547","Exn"
"FBgn0036684","CG3764"
"FBgn0036685","CG6664"
"FBgn0036686","CG7728"
"FBgn0036688","Fit2"
"FBgn0036689","CG7730"
"FBgn0036690","Ilp8"
"FBgn0036691","beg"
"FBgn0261872","scaf6"
"FBgn0036695","Papst2"
"FBgn0036696","CG14057"
"FBgn0010424","TpnC73F"
"FBgn0036697","rogdi"
"FBgn0036698","CG7724"
"FBgn0260943","Rbp6"
"FBgn0036702","CG6512"
"FBgn0036710","CG6479"
"FBgn0036713","Mip"
"FBgn0036714","CG7692"
"FBgn0015550","tap"
"FBgn0027660","blot"
"FBgn0266669","Sec3"
"FBgn0040793","CG7630"
"FBgn0053051","CG33051"
"FBgn0053052","Gorab"
"FBgn0052174","Coq4"
"FBgn0052176","CG32176"
"FBgn0036723","CG12229"
"FBgn0036725","CG18265"
"FBgn0036726","QIL1"
"FBgn0036727","CG7589"
"FBgn0036728","UQCR-Q"
"FBgn0085279","CG34250"
"FBgn0036730","qjt"
"FBgn0036731","CG6333"
"FBgn0036732","Oatp74D"
"FBgn0036733","U4-U6-60K"
"FBgn0036734","CG7564"
"FBgn0036735","Edc3"
"FBgn0259174","Nedd4"
"FBgn0023197","Jon74E"
"FBgn0036738","CG7542"
"FBgn0025455","CycT"
"FBgn0000567","Eip74EF"
"FBgn0036740","Vps60"
"FBgn0036741","anchor"
"FBgn0036742","CG7497"
"FBgn0004401","Pep"
"FBgn0262531","CG43085"
"FBgn0052177","Ndfip"
"FBgn0052179","Krn"
"FBgn0036745","CG7484"
"FBgn0036746","Crtc"
"FBgn0085280","CG34251"
"FBgn0052183","Ccn"
"FBgn0036749","CG7460"
"FBgn0036750","CG6034"
"FBgn0036752","Adgf-A"
"FBgn0043025","Adgf-A2"
"FBgn0052182","CG32182"
"FBgn0052181","CG32181"
"FBgn0052190","NUCB1"
"FBgn0036754","CG5589"
"FBgn0052187","CG32187"
"FBgn0036756","Cln3"
"FBgn0001134","Grd"
"FBgn0036759","CG5577"
"FBgn0036760","CG5567"
"FBgn0036761","MED19"
"FBgn0036762","CG7430"
"FBgn0036763","TrpRS-m"
"FBgn0036764","CG5535"
"FBgn0054002","CG34002"
"FBgn0036765","CG7408"
"FBgn0036766","CG5506"
"FBgn0036767","CG16775"
"FBgn0036768","CG7402"
"FBgn0036769","Tsp74F"
"FBgn0036770","Prestin"
"FBgn0036771","Wdr92"
"FBgn0036772","CG5290"
"FBgn0000568","Eip75B"
"FBgn0264748","CG44006"
"FBgn0264747","CG44005"
"FBgn0264746","CG44004"
"FBgn0085282","CG34253"
"FBgn0036773","CG13698"
"FBgn0036774","mRpS26"
"FBgn0036775","RpIIIC53"
"FBgn0002901","mus304"
"FBgn0052195","CG32195"
"FBgn0036777","CG7341"
"FBgn0020300","geko"
"FBgn0003997","hid"
"FBgn0015946","grim"
"FBgn0011706","rpr"
"FBgn0036786","skl"
"FBgn0052196","CG32196"
"FBgn0036789","AstC-R2"
"FBgn0036790","AstC-R1"
"FBgn0013717","not"
"FBgn0259791","bora"
"FBgn0036801","MYPT-75D"
"FBgn0260027","CG42495"
"FBgn0042134","Capr"
"FBgn0040322","GNBP2"
"FBgn0040323","GNBP1"
"FBgn0036804","Sgf11"
"FBgn0052202","CG32202"
"FBgn0036805","Chmp1"
"FBgn0036806","Cyp12c1"
"FBgn0036811","MED11"
"FBgn0036812","Nufip"
"FBgn0036813","Atg3"
"FBgn0001078","ftz-f1"
"FBgn0036814","CG14073"
"FBgn0036815","HipHop"
"FBgn0000261","Cat"
"FBgn0036816","Indy"
"FBgn0036818","CG14074"
"FBgn0036819","Dysb"
"FBgn0036820","Grx1"
"FBgn0025807","Rad9"
"FBgn0085284","Blos3"
"FBgn0014075","Uggt"
"FBgn0036821","CG3961"
"FBgn0036824","CG3902"
"FBgn0036825","RpL26"
"FBgn0036826","arx"
"FBgn0036827","CG6843"
"FBgn0027057","CSN1b"
"FBgn0036828","CG6841"
"FBgn0036831","CG6839"
"FBgn0036833","CG3819"
"FBgn0052204","CG32204"
"FBgn0036836","CG11619"
"FBgn0085285","CG34256"
"FBgn0036837","CG18135"
"FBgn0036838","CG3808"
"FBgn0002945","nkd"
"FBgn0036842","Ugt316A1"
"FBgn0036843","Sfxn2"
"FBgn0036844","Mkp3"
"FBgn0036846","MESR6"
"FBgn0036847","CNPYb"
"FBgn0036848","Naxd"
"FBgn0036849","CG14079"
"FBgn0036850","Gem2"
"FBgn0036851","CG14082"
"FBgn0016797","fz2"
"FBgn0036853","mRpL21"
"FBgn0040075","rept"
"FBgn0026630","nes"
"FBgn0260857","Bet1"
"FBgn0017578","Max"
"FBgn0266456","CG45081"
"FBgn0036857","Aldh7A1"
"FBgn0036862","Gbs-76A"
"FBgn0028380","fal"
"FBgn0052206","CG32206"
"FBgn0053062","CG33062"
"FBgn0023395","Chd3"
"FBgn0036872","CG12519"
"FBgn0052212","CG32212"
"FBgn0036875","CG9449"
"FBgn0036876","CG9451"
"FBgn0036877","CG9452"
"FBgn0262517","Ltn1"
"FBgn0036886","CG9300"
"FBgn0005564","Shal"
"FBgn0036887","CG9231"
"FBgn0036888","CG9330"
"FBgn0036889","CG14100"
"FBgn0005386","ash1"
"FBgn0010417","Taf6"
"FBgn0036890","CG9368"
"FBgn0036891","CG9372"
"FBgn0036892","Lon"
"FBgn0036893","PIG-F"
"FBgn0260655","l(3)76BDm"
"FBgn0029094","asf1"
"FBgn0036896","wnd"
"FBgn0036897","Rnf146"
"FBgn0022774","Oat"
"FBgn0036899","tey"
"FBgn0036900","CG8765"
"FBgn0261341","verm"
"FBgn0260653","serp"
"FBgn0261283","SREBP"
"FBgn0036906","CG14102"
"FBgn0260874","Ir76a"
"FBgn0036908","TORIP"
"FBgn0036909","Ccdc58"
"FBgn0083952","CG34116"
"FBgn0040786","CG14104"
"FBgn0024889","Kap-alpha1"
"FBgn0036910","Cyp305a1"
"FBgn0023094","cyc"
"FBgn0036911","Fibp"
"FBgn0013799","Deaf1"
"FBgn0003744","trc"
"FBgn0052221","CG32221"
"FBgn0001324","kto"
"FBgn0020389","Papss"
"FBgn0262518","Rab8"
"FBgn0036913","Usp32"
"FBgn0262519","Mi-2"
"FBgn0014037","Su(Tpl)"
"FBgn0036915","Prp3"
"FBgn0036916","Mtr3"
"FBgn0028695","Rpn1"
"FBgn0020887","Su(z)12"
"FBgn0036918","Pfdn6"
"FBgn0036919","Grasp65"
"FBgn0036920","CG8004"
"FBgn0036921","RhoGDI"
"FBgn0004852","Ac76E"
"FBgn0261507","CG42655"
"FBgn0036922","CG14182"
"FBgn0036923","CG17732"
"FBgn0013303","Nca"
"FBgn0036926","CG7646"
"FBgn0036927","Gabat"
"FBgn0036928","Tom20"
"FBgn0036929","CG7668"
"FBgn0261574","kug"
"FBgn0036931","CG14183"
"FBgn0036932","CG14184"
"FBgn0036934","sNPF-R"
"FBgn0036935","CG14186"
"FBgn0005198","gig"
"FBgn0036942","CG7328"
"FBgn0261556","CG42674"
"FBgn0036945","Ssk"
"FBgn0262022","CG42833"
"FBgn0036947","obst-F"
"FBgn0036948","CG7298"
"FBgn0036950","CG6996"
"FBgn0036952","CG6933"
"FBgn0036953","CG17145"
"FBgn0260393","CG17147"
"FBgn0260397","Su(var)3-3"
"FBgn0036956","CG13813"
"FBgn0036958","CG17233"
"FBgn0024814","Clc"
"FBgn0036959","CG6951"
"FBgn0265959","rdgC"
"FBgn0052227","gogo"
"FBgn0036964","FRG1"
"FBgn0052226","Pex23"
"FBgn0036967","SCCRO4"
"FBgn0003124","polo"
"FBgn0250791","alphaSnap"
"FBgn0036969","Spn77Bb"
"FBgn0036970","Spn77Bc"
"FBgn0036973","Rbbp5"
"FBgn0036974","eRF1"
"FBgn0036975","CG5618"
"FBgn0024887","kin17"
"FBgn0259676","DNApol-alpha60"
"FBgn0036978","Toll-9"
"FBgn0001247","Ide"
"FBgn0036980","RhoBTB"
"FBgn0027565","CG5498"
"FBgn0011205","fbl"
"FBgn0053969","CG33969"
"FBgn0028978","trbl"
"FBgn0036984","CG13248"
"FBgn0036985","zye"
"FBgn0036986","CG5282"
"FBgn0036987","CG5274"
"FBgn0036988","CG5262"
"FBgn0029158","Las"
"FBgn0284421","Psn"
"FBgn0036990","mRpL15"
"FBgn0036991","CtIP"
"FBgn0036993","CG5910"
"FBgn0036994","CG5199"
"FBgn0036995","atk"
"FBgn0036996","mag"
"FBgn0036997","CG5955"
"FBgn0052428","CG32428"
"FBgn0036998","CG5969"
"FBgn0036999","isoQC"
"FBgn0037000","ZnT77C"
"FBgn0037001","ND-39"
"FBgn0052425","CG32425"
"FBgn0037003","CG18281"
"FBgn0037004","CG17637"
"FBgn0037007","CG5059"
"FBgn0037008","mTerf3"
"FBgn0037009","CG5104"
"FBgn0037010","CG4825"
"FBgn0037011","CG4858"
"FBgn0037012","Rcd2"
"FBgn0037015","cmpy"
"FBgn0037016","CG13252"
"FBgn0045474","Gr77a"
"FBgn0037017","CG4074"
"FBgn0040634","CG4186"
"FBgn0037018","CG4042"
"FBgn0016696","Pitslre"
"FBgn0037019","Pex16"
"FBgn0037020","Pex14"
"FBgn0037021","CG11399"
"FBgn0037022","CG11396"
"FBgn0027364","Six4"
"FBgn0037024","tzn"
"FBgn0037025","Spc105R"
"FBgn0037026","CG3634"
"FBgn0037027","HIPP1"
"FBgn0037028","CG3618"
"FBgn0259243","Pka-R1"
"FBgn0086915","Mst77F"
"FBgn0037030","CG3288"
"FBgn0040636","CG13255"
"FBgn0027055","CSN3"
"FBgn0037031","CG11456"
"FBgn0011591","fng"
"FBgn0003415","skd"
"FBgn0037044","Pdss2"
"FBgn0037045","CG10584"
"FBgn0028402","Sin"
"FBgn0037046","CG10581"
"FBgn0026179","siz"
"FBgn0020294","ko"
"FBgn0037050","ICA69"
"FBgn0037051","CG10565"
"FBgn0024150","Ac78C"
"FBgn0021760","chb"
"FBgn0270926","AsnS"
"FBgn0259239","CG42337"
"FBgn0041100","park"
"FBgn0085290","CG34261"
"FBgn0053054","CG33054"
"FBgn0053056","CG33056"
"FBgn0037057","CG10512"
"FBgn0037060","CG10508"
"FBgn0037061","CG12975"
"FBgn0028427","Ilk"
"FBgn0262855","CG43219"
"FBgn0004865","Eip78C"
"FBgn0262854","CG43218"
"FBgn0037063","CG9391"
"FBgn0037064","CG9389"
"FBgn0012034","AcCoAS"
"FBgn0027945","ppl"
"FBgn0037065","CG12974"
"FBgn0259785","pzg"
"FBgn0000551","Edg78E"
"FBgn0037070","CG11309"
"FBgn0037071","CG7632"
"FBgn0003042","Pc"
"FBgn0086913","Rab26"
"FBgn0037073","Tsr1"
"FBgn0037074","CG7324"
"FBgn0052436","CG32436"
"FBgn0037076","ebd2"
"FBgn0037078","CG12971"
"FBgn0261258","rgn"
"FBgn0037081","barc"
"FBgn0053288","CG33288"
"FBgn0005694","Aef1"
"FBgn0037082","CG5664"
"FBgn0267849","Syx7"
"FBgn0037087","CG7519"
"FBgn0015239","Hr78"
"FBgn0264561","Glg1"
"FBgn0037090","Est-Q"
"FBgn0037092","M6"
"FBgn0026371","SAK"
"FBgn0037093","Cdk12"
"FBgn0037094","CG7611"
"FBgn0052442","Arv1"
"FBgn0029152","Mkrn1"
"FBgn0015283","Rpn10"
"FBgn0263911","COX8"
"FBgn0028663","VhaM9.7-b"
"FBgn0037098","Wnk"
"FBgn0037102","CRIF"
"FBgn0052438","SMC5"
"FBgn0052441","CG32441"
"FBgn0037105","S1P"
"FBgn0037106","CG11307"
"FBgn0037107","CG7166"
"FBgn0037108","Alg11"
"FBgn0037109","MED1"
"FBgn0037110","ORMDL"
"FBgn0043783","CG32444"
"FBgn0052446","Atox1"
"FBgn0037116","Als2"
"FBgn0037117","CG11248"
"FBgn0037120","CG11247"
"FBgn0037121","Rpb8"
"FBgn0037130","Syn1"
"FBgn0022936","CycH"
"FBgn0037134","CG7407"
"FBgn0037135","CG7414"
"FBgn0052448","CG32448"
"FBgn0046301","CG7148"
"FBgn0037137","Nopp140"
"FBgn0037138","P5CDh1"
"FBgn0262737","mub"
"FBgn0037140","SLC22A"
"FBgn0037141","DNApol-eta"
"FBgn0037142","CG14562"
"FBgn0037144","CG7458"
"FBgn0029091","Chs2"
"FBgn0037146","CG7470"
"FBgn0000045","Act79B"
"FBgn0004514","Oct-TyrR"
"FBgn0037149","CG14561"
"FBgn0027532","CG7139"
"FBgn0037150","CG7133"
"FBgn0037151","CG7130"
"FBgn0000100","RpLP0"
"FBgn0037153","olf413"
"FBgn0028500","Rich"
"FBgn0015075","Ddx1"
"FBgn0037156","CG11523"
"FBgn0004179","Csp"
"FBgn0025702","Srpk79D"
"FBgn0011771","Hem"
"FBgn0027086","IleRS"
"FBgn0004449","Ten-m"
"FBgn0037163","laza"
"FBgn0037166","CG11426"
"FBgn0037171","CG14459"
"FBgn0037174","CG14457"
"FBgn0037176","CG14456"
"FBgn0266591","CG45116"
"FBgn0037182","ArfGAP3"
"FBgn0052452","CG32452"
"FBgn0016034","mael"
"FBgn0037184","CG14450"
"FBgn0037185","CG11367"
"FBgn0037186","CG11241"
"FBgn0010830","l(3)04053"
"FBgn0037188","CG7369"
"FBgn0052451","SPoCk"
"FBgn0027339","jim"
"FBgn0266977","CG45428"
"FBgn0037195","CG11226"
"FBgn0053169","CG33169"
"FBgn0053170","CG33170"
"FBgn0037199","CG11137"
"FBgn0010348","Arf79F"
"FBgn0037200","CG11109"
"FBgn0044324","Chro"
"FBgn0037202","Ssl1"
"FBgn0037203","slif"
"FBgn0037207","Mes2"
"FBgn0262509","nrm"
"FBgn0024733","RpL10"
"FBgn0264492","CkIIalpha"
"FBgn0053217","CG33217"
"FBgn0052350","Vps11"
"FBgn0054031","CG34031"
"FBgn0266347","nAChRalpha4"
"FBgn0010215","alpha-Cat"
"FBgn0052230","ND-MLRQ"
"FBgn0250816","AGO3"
"FBgn0039977","CG17454"
"FBgn0040056","CG17698"
"FBgn0264699","CG43968"
"FBgn0058470","CG40470"
"FBgn0058045","CG40045"
"FBgn0011288","Snap25"
"FBgn0259697","nvd"
"FBgn0044510","mRpS5"
"FBgn0085736","CG40472"
"FBgn0058002","ND-AGGG"
"FBgn0040022","Set1"
"FBgn0040020","MED21"
"FBgn0260008","UQCR-11"
"FBgn0267429","CG45782"
"FBgn0040001","FASN3"
"FBgn0058178","CG40178"
"FBgn0058160","CG40160"
"FBgn0063670","CG40228"
"FBgn0260987","vtd"
"FBgn0028697","RpL15"
"FBgn0024804","Dbp80"
"FBgn0020660","eIF4B"
"FBgn0039959","CG17514"
"FBgn0267428","DIP-lambda"
"FBgn0069969","CG40498"
"FBgn0003256","rl"
"FBgn0058191","CG40191"
"FBgn0267398","Yeti"
"FBgn0262123","l(2)41Ab"
"FBgn0267861","Maf1"
"FBgn0039993","CG17691"
"FBgn0087011","CG41520"
"FBgn0263780","CG17684"
"FBgn0058263","MFS17"
"FBgn0085638","CG41378"
"FBgn0020908","Scp1"
"FBgn0260995","dpr21"
"FBgn0262124","uex"
"FBgn0046706","Haspin"
"FBgn0262115","CG17683"
"FBgn0262116","RNASEK"
"FBgn0262117","IntS3"
"FBgn0260798","Gprk1"
"FBgn0040007","RpL38"
"FBgn0046692","Stlk"
"FBgn0260799","p120ctn"
"FBgn0032997","CG17486"
"FBgn0040005","CG17883"
"FBgn0026401","Nipped-B"
"FBgn0039994","conu"
"FBgn0250830","CG12547"
"FBgn0261387","CG17528"
"FBgn0033000","CG14464"
"FBgn0264911","CG44102"
"FBgn0040849","Ir41a"
"FBgn0013348","TpnC41C"
"FBgn0033005","CG3107"
"FBgn0026238","gus"
"FBgn0033010","Atf6"
"FBgn0053554","Nipped-A"
"FBgn0033015","d4"
"FBgn0261403","sxc"
"FBgn0033017","CG10465"
"FBgn0033019","CG10395"
"FBgn0050441","IFT20"
"FBgn0033020","COX4L"
"FBgn0033021","CG10417"
"FBgn0286203","stw"
"FBgn0050440","CG30440"
"FBgn0050438","Ugt50B3"
"FBgn0033027","TpnC4"
"FBgn0039969","Fis1"
"FBgn0039970","CG17508"
"FBgn0033028","hrm"
"FBgn0027507","CG1344"
"FBgn0033029","Not3"
"FBgn0033031","CG8245"
"FBgn0033032","kune"
"FBgn0259979","Cndp2"
"FBgn0259978","vlc"
"FBgn0267978","ap"
"FBgn0022288","l(2)09851"
"FBgn0085229","CG34200"
"FBgn0033038","CG7791"
"FBgn0266580","Gp210"
"FBgn0025693","ZnT41F"
"FBgn0085414","dpr12"
"FBgn0033047","CG7882"
"FBgn0033048","CG7881"
"FBgn0263855","BubR1"
"FBgn0002774","mle"
"FBgn0264959","Src42A"
"FBgn0000043","Act42A"
"FBgn0033050","Pngl"
"FBgn0033051","Strica"
"FBgn0033052","SCAP"
"FBgn0033054","CG14591"
"FBgn0033055","Tbce"
"FBgn0085241","CG34212"
"FBgn0284246","l(2)k09848"
"FBgn0033060","CG7849"
"FBgn0033061","SmydA-5"
"FBgn0033062","Ars2"
"FBgn0000546","EcR"
"FBgn0033063","CG14589"
"FBgn0033065","Cyp6w1"
"FBgn0262867","Ptr"
"FBgn0021847","Ttc7"
"FBgn0263144","bin3"
"FBgn0033074","tomboy40"
"FBgn0286511","Pld"
"FBgn0086655","jing"
"FBgn0053919","CG33919"
"FBgn0262736","Vha16-1"
"FBgn0026761","Trap1"
"FBgn0042085","Bap170"
"FBgn0033079","Fmo-2"
"FBgn0029131","Debcl"
"FBgn0050443","Opbp"
"FBgn0033081","geminin"
"FBgn0013732","sced"
"FBgn0266518","Dpit47"
"FBgn0284249","Adf1"
"FBgn0033085","CG15908"
"FBgn0033086","CG9410"
"FBgn0033087","Hsepi"
"FBgn0033088","PGAP3"
